"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","regulation"
"LOC105387746",984.900135897709,1.1714807623237,0.182786074649114,6.40902631435433,1.46451918240583e-10,8.62553384579765e-09,"Up"
"LOC105395867",247.738629419688,-1.49383248907748,0.207312987676943,-7.20568694618077,5.7751948875995e-13,5.9647719371707e-11,"Down"
"LOC105389705",3562.56335917848,1.35722276337734,0.251695872827061,5.39231234955482,6.95567223179874e-08,1.87408688695326e-06,"Up"
"LOC119691238",437.848986038632,1.58638045725698,0.298531619639426,5.31394449664343,1.07277306065182e-07,2.73039900597686e-06,"Up"
"LOC119693854",57544.3398637893,1.44730064228588,0.233086971574693,6.20927301302247,5.32302754970394e-10,2.64352305456203e-08,"Up"
"LOC105389938",72.2031756035006,1.61559934506862,0.378204296590931,4.27176359346353,1.93933111219098e-05,0.000233456810321436,"Up"
"LOC105384151",1763.30647207784,1.67309472358244,0.23982601387815,6.97628541844717,3.03086682675281e-12,2.75152515170113e-10,"Up"
"LOC105391380",32270.4592523428,1.83224430983935,0.284673824782634,6.4362935764761,1.22426137120921e-10,7.45700740335253e-09,"Up"
"LOC105391568",1400.31810113539,1.23298764478702,0.139069528579034,8.86597989786311,7.58341569045465e-19,2.4565096326375e-16,"Up"
"LOC105382262",197.166536027606,1.06217208933562,0.266798439098781,3.98117804933019,6.85745569159528e-05,0.000675928879476539,"Up"
"LOC105395163",503.532970743662,2.12210415124915,0.289949746733037,7.31886878729719,2.50069959592682e-13,2.83839148562743e-11,"Up"
"LOC119693861",462.719290881712,1.94975257557675,0.188269524116072,10.3561773193557,3.92329726031802e-25,5.08352325921025e-22,"Up"
"LOC105390057",9395.97777219391,1.02051823116311,0.157097897195994,6.49606550678342,8.24477685790989e-11,5.22279131359065e-09,"Up"
"LOC125488433",883.119949546417,1.36884314571292,0.214639771439868,6.37739751831783,1.8012250067323e-10,1.03103855505845e-08,"Up"
"LOC105393550",12098.3791881879,4.77142146673293,0.424980313743641,11.2273940990386,2.99172140277896e-29,7.10683419230141e-26,"Up"
"LOC119693811",130.655026124343,-1.2187259358408,0.400096316200007,-3.04608137214531,0.00231845080679976,0.0118525004839962,"Down"
"LOC119693831",645.3867467215,1.13623253129759,0.25678387124248,4.42485941893387,9.65051068805953e-06,0.00013037794202551,"Up"
"LOC105386494",1846.09191564162,2.52945964674401,0.29393033949387,8.60564326601869,7.58899458527916e-18,1.931534639714e-15,"Up"
"LOC105386467",1034.44697753559,4.54567388079149,0.443054601457416,10.259850288968,1.06872300855819e-24,1.08803636007e-21,"Up"
"LOC105386407",687.645116299134,1.09750653026016,0.170390832342427,6.4411125597095,1.18600871190216e-10,7.25501380718522e-09,"Up"
"LOC105386376",1653.72070985499,1.97756150608411,0.15332654381601,12.897711360775,4.63663789208416e-38,1.65214999689689e-34,"Up"
"LOC119692443",245.122093118146,-1.74340879824499,0.323283229896133,-5.39282164065586,6.93597920155799e-08,1.8723202946933e-06,"Down"
"LOC105381763",16209.246150583,1.61655782451594,0.188055834141629,8.59615885832332,8.24286777792672e-18,2.02561369722051e-15,"Up"
"LOC105398484",698.594913367391,1.03265419813015,0.19515633984144,5.29142019659297,1.21370149134072e-07,3.00327905487488e-06,"Up"
"LOC119691473",383.553098088502,2.28177583894197,0.412939181126836,5.52569468635894,3.28184422240481e-08,9.62471722262052e-07,"Up"
"LOC105390290",2044.52388288271,1.09515361631397,0.153769724285144,7.12203667792997,1.06343746169779e-12,1.05994224766284e-10,"Up"
"LOC105390280",890.079340910716,1.46239158391929,0.231607325933039,6.31409899504685,2.71739958162905e-10,1.48395004739306e-08,"Up"
"LOC105395772",4095.69296303694,1.65905883101553,0.192053967164475,8.63850330982599,5.69542089517953e-18,1.53163837771686e-15,"Up"
"LOC105395794",407.213943345644,2.00365172492289,0.29851543691759,6.71205397487043,1.91903677687266e-11,1.43204351731759e-09,"Up"
"LOC105395554",3314.80086427001,1.30869556614355,0.214689618152717,6.09575617770501,1.08921326112076e-09,4.91283437049184e-08,"Up"
"LOC105383139",2452.54041507928,3.3538883757465,0.381089820401161,8.80078185299195,1.35866228106242e-18,4.03437781082974e-16,"Up"
"LOC105389265",269.41690442584,2.45731836380728,0.293276318906234,8.37885026984716,5.34472145681249e-17,1.20917960196743e-14,"Up"
"LOC105391891",5134.47738025344,1.89929886008286,0.207124043604411,9.16986182304528,4.73625745897273e-20,1.87516326563162e-17,"Up"
"LOC105388970",257.184802244158,-1.0770072824345,0.251232960261135,-4.28688688504502,1.81194498028461e-05,0.00022167941462658,"Down"
"LOC105390410",1425.78541529322,1.45630684471212,0.228815248882856,6.36455328839422,1.95858916148454e-10,1.1077687031206e-08,"Up"
"LOC125489805",833.202319632297,2.19490065716941,0.290249409743989,7.56211927908966,3.96554473225859e-14,5.28232795036278e-12,"Up"
"LOC105383183",338.234200824372,1.20711215030478,0.269101185992931,4.48571843282954,7.26686552166007e-06,0.000102230686789871,"Up"
"LOC125489782",33.9993740455053,-2.06223902440709,0.534427450434349,-3.85878199694089,0.00011395352859503,0.00103188033231573,"Down"
"LOC105380836",327.767837177217,1.16455201622753,0.205474811055019,5.66761448884214,1.44799300649762e-08,5.00928260233267e-07,"Up"
"LOC125489907",29.6123013517074,-2.32893778249539,0.618961441201176,-3.76265406448548,0.000168119676778694,0.00143057298694133,"Down"
"LOC105384357",616.086873630113,-1.34275131512147,0.174835806833206,-7.68007045834989,1.59001113295246e-14,2.38551880820752e-12,"Down"
"LOC105386858",249.114891569328,1.32672042203788,0.235729836894922,5.62813956652114,1.821636731446e-08,5.9824397081336e-07,"Up"
"LOC105390366",158.319510106016,-1.26695613348132,0.31461850308211,-4.02696002005536,5.65026353874844e-05,0.000575648364673206,"Down"
"LOC105384055",440.185604267235,1.33710819910667,0.137155896621281,9.7488203718921,1.86624154378371e-22,1.12269711386386e-19,"Up"
"LOC105384039",41.4874213501945,2.38260904880435,0.429672610881291,5.54517320505358,2.93663326578723e-08,8.73816992427253e-07,"Up"
"LOC105380195",27.1848061389139,2.58633498656165,0.689632588398438,3.75030854120163,0.000176617115639053,0.00148954068000203,"Up"
"LOC105392274",643.609525603527,1.23853581755273,0.197208402727655,6.28033998765838,3.37833424172253e-10,1.79001479357885e-08,"Up"
"LOC105387814",358.565071910859,2.52851391018146,0.330755476254597,7.6446622707923,2.09494460894631e-14,2.98592455113117e-12,"Up"
"LOC105392008",1203.48093842718,1.27433252202933,0.304314901041609,4.18754559066135,2.81987388768637e-05,0.000323604368125554,"Up"
"LOC105393182",475.448339219172,-1.15828418695945,0.218127483965074,-5.31012491367161,1.09550124455586e-07,2.75868891142309e-06,"Down"
"LOC105398103",67.9312680545532,-2.17561254234773,0.389147011141804,-5.59072144988143,2.26128086959606e-08,7.06799040227032e-07,"Down"
"LOC119691832",41.1186773068869,3.85984924122308,0.802487170263311,4.80985788215977,1.51037644538047e-06,2.68756497827813e-05,"Up"
"LOC105383939",2486.00729235143,1.95322714357561,0.185136227926821,10.550215727349,5.06805963540878e-26,8.0261171092757e-23,"Up"
"LOC105391396",95.2352024139977,-3.9884392906456,0.568272127475287,-7.01853759459468,2.24202434299722e-12,2.13037153071596e-10,"Down"
"LOC105395864",1151.79932197791,1.09428310658902,0.15953034771528,6.85940400845884,6.91484243036854e-12,5.59984370227516e-10,"Up"
"LOC105387948",3171.82906770008,1.40576272506697,0.15303807394202,9.18570581069621,4.08837251417308e-20,1.71386980719144e-17,"Up"
"LOC105387959",400.814235072432,1.35447904424389,0.287127914405784,4.71733668614914,2.38952073519281e-06,3.97871951386719e-05,"Up"
"LOC105389637",902.747282352547,1.88558491494137,0.262272960817703,7.18939881969754,6.50772249161261e-13,6.67299055201112e-11,"Up"
"LOC105390718",950.221162315227,1.60787478869386,0.214226105561305,7.50550351686122,6.11929279873462e-14,7.71843188144819e-12,"Up"
"LOC105384618",1968.04692227712,1.04467899340238,0.232210166197188,4.49885123683717,6.83216438983491e-06,9.70875763193589e-05,"Up"
"LOC105380787",1552.79124840623,1.12451918017249,0.211310043799308,5.32165513741744,1.02827365999702e-07,2.635968430924e-06,"Up"
"LOC105388755",277.899445419558,2.01618542453007,0.275494897999279,7.31841293313298,2.50920737521263e-13,2.83839148562743e-11,"Up"
"LOC105395547",711.599110935326,2.49990583341669,0.345602958001598,7.23346191210878,4.70834543129326e-13,4.97096647646096e-11,"Up"
"LOC105395872",4846.37722572191,1.45752630739745,0.182013660196601,8.0077852718478,1.16792595260905e-15,2.13416007724831e-13,"Up"
"LOC105382888",3205.06261217729,2.29879331860159,0.238692027760648,9.63079219766293,5.92707500218028e-22,3.37914400024302e-19,"Up"
"LOC125490163",56.3176796969939,-1.92556179492448,0.366455545578048,-5.25455766234099,1.48380653650916e-07,3.57241462244342e-06,"Down"
"LOC105393917",210.428099323878,1.07353194657882,0.19141452180451,5.60841432749398,2.04188731339337e-08,6.46733775062126e-07,"Up"
"LOC119690480",3146.08576696337,1.34802574890777,0.131538687171413,10.2481313892932,1.20653433759121e-24,1.14644892757917e-21,"Up"
"LOC105382107",217.191273763594,1.21992227390153,0.258515053260284,4.71896030237457,2.37053069135933e-06,3.96489315832008e-05,"Up"
"LOC125490333",22.3949864986995,5.73093185491091,1.2275291086721,4.66867287661344,3.0315162522754e-06,4.8712740860971e-05,"Up"
"LOC105389846",1039.13523778517,1.73430920376827,0.235988989618418,7.34911067915737,1.99529921903014e-13,2.31211380234444e-11,"Up"
"LOC105381413",651.43072353135,5.44189329715439,0.809520722143451,6.72236441674443,1.78799088837117e-11,1.35554436872097e-09,"Up"
"LOC105384156",69.4111576036971,-1.49244122911746,0.312373784687892,-4.77774161045117,1.77274978366085e-06,3.08134178859977e-05,"Down"
"LOC105393606",6606.19732760857,1.61691668191518,0.248682662556889,6.5019276586895,7.92972344797711e-11,5.06826674009048e-09,"Up"
"LOC105393603",4708.91152778989,1.75129943376205,0.262735063732268,6.66564793021557,2.63500244450222e-11,1.90643095642082e-09,"Up"
"LOC105389047",1394.89691715709,-1.31246978990205,0.253141480265913,-5.18472827338831,2.16330033897164e-07,4.89420948116869e-06,"Down"
"LOC119694928",602.128916744363,1.16310873211285,0.199334279215607,5.83496595111363,5.38015527380995e-09,2.08378676950036e-07,"Up"
"LOC105388405",2972.75976419587,1.19140276540698,0.144598576466977,8.23938101271048,1.73103865009513e-16,3.73825664845543e-14,"Up"
"LOC105395543",3208.79624269995,1.36089900979095,0.22031467386356,6.17706930693934,6.53024117095348e-10,3.09221021294352e-08,"Up"
"LOC105380614",1350.9204365762,1.13293787618586,0.240334099787274,4.71401219048254,2.42886122504868e-06,4.01607413464256e-05,"Up"
"LOC119694920",615.397804947734,-1.14902232626714,0.24139137409832,-4.75999745458648,1.93595400757054e-06,3.33361740876261e-05,"Down"
"LOC125490447",10.2036671880792,3.72921945712663,1.03566044795822,3.60081285761053,0.000317223856227669,0.00240371697119243,"Up"
"LOC105398214",1617.50435468996,1.88682995083554,0.234717420491235,8.03872991994643,9.07744059696214e-16,1.72507681104669e-13,"Up"
"LOC105390575",852.538228259128,-2.08948395746834,0.273487562526978,-7.64014252846407,2.16981410741499e-14,3.06201588841443e-12,"Down"
"LOC105381551",3294.1067907072,1.54096657700178,0.156356109652587,9.85549320986372,6.48972807155233e-23,4.86832074757028e-20,"Up"
"LOC105386617",85.5733860416636,2.40213216548543,0.467713648123494,5.13590350660704,2.80791711903429e-07,6.13781607597871e-06,"Up"
"LOC119692533",912.722426956497,-1.48919647320169,0.216756260305058,-6.87037352972334,6.40340116704534e-12,5.24526878355731e-10,"Down"
"LOC105386970",1066.55771042752,1.87456799461769,0.286758526657003,6.53709591994068,6.27248237181401e-11,4.13896718729005e-09,"Up"
"LOC105390761",7867.85930363425,1.32138780245633,0.208399296121962,6.34065386517913,2.28792046054534e-10,1.27381759078722e-08,"Up"
"LOC105385153",2241.50861598749,1.37774457163082,0.328627556339142,4.1924194884284,2.75995045423925e-05,0.000317369711461871,"Up"
"LOC105389564",2384.3610967825,1.09154384296347,0.153466035023557,7.11260861594502,1.13869856132075e-12,1.1270743468406e-10,"Up"
"LOC105397424",701.487627768046,1.23794520271028,0.267893602806468,4.62103308829141,3.8183386424608e-06,5.95435237100588e-05,"Up"
"LOC125490455",86.4644279682809,1.63863055607203,0.347291052274698,4.71832068617741,2.37799437095685e-06,3.96489315832008e-05,"Up"
"LOC105387456",751.825746271879,1.05406577299004,0.230258727618621,4.57774514734527,4.70014820635092e-06,7.10405221475287e-05,"Up"
"LOC125490506",168.754130836881,-1.39998903796184,0.225763477336883,-6.20113162003076,5.60586053160225e-10,2.71769830465737e-08,"Down"
"LOC105393670",18970.0146883395,1.06109049776322,0.233238162603619,4.54938628360966,5.38025991798275e-06,7.98800464698002e-05,"Up"
"LOC105389621",459.566853984755,1.20037483550278,0.212571793034795,5.64691494748929,1.63352592788539e-08,5.4459911022144e-07,"Up"
"LOC105387913",2334.25348416883,2.68715958534868,0.262478965162012,10.2376187885763,1.34506045840113e-24,1.19819666959945e-21,"Up"
"LOC105381850",153.910787438362,2.44539516727272,0.388307755744282,6.29756972684089,3.02348370096757e-10,1.62617785622229e-08,"Up"
"LOC105381882",187758.094018888,1.50941491501396,0.246005173681205,6.135703946495,8.47829190465117e-10,3.92341215964263e-08,"Up"
"LOC119691019",194.760212175871,3.25066672849033,1.07804799247157,3.01532654500636,0.00256702719442375,0.0128272770678103,"Up"
"LOC105398349",3306.79178322766,2.12283814007887,0.271204784271096,7.82743617810549,4.97919258122988e-15,8.23160574595076e-13,"Up"
"LOC105382358",2529.02885637965,1.14712338663537,0.249275800005511,4.6018241105234,4.18806813754963e-06,6.45324704481025e-05,"Up"
"LOC105382326",22874.7007975679,1.87268283450525,0.250899273631704,7.46388304517042,8.40091762783032e-14,1.02340409358518e-11,"Up"
"LOC119691021",271.647430183222,-1.67861952916654,0.181130935027165,-9.26743700028265,1.90672454191913e-20,8.76662738579786e-18,"Down"
"LOC105393621",3372.69518802029,1.81602841129876,0.385056130437988,4.71626931178343,2.40208437254781e-06,3.98922910772155e-05,"Up"
"LOC105393620",1877.92430448411,1.2962015937624,0.237891739173914,5.44870367614906,5.07382650245135e-08,1.41521035497924e-06,"Up"
"LOC105398525",1484.25494507839,1.22546238164496,0.194586298484847,6.29778350884451,3.0193179531748e-10,1.62617785622229e-08,"Up"
"LOC105386986",628.7839990337,1.08496313029144,0.195695200364251,5.54414788033624,2.95389116194702e-08,8.77121056900645e-07,"Up"
"LOC125490587",557.508824073132,-1.27620553004417,0.228031826305482,-5.59661144990572,2.18581828242126e-08,6.86221761659698e-07,"Down"
"LOC119691065",10682.5114057771,-1.11256106375475,0.177326220369872,-6.27409224329116,3.51679977729939e-10,1.8495320479324e-08,"Down"
"LOC105384843",2356.38454184195,1.16640305600417,0.161450648478199,7.22451762813249,5.02883631414692e-13,5.27029441070118e-11,"Up"
"LOC105398361",3428.45075344574,1.85996831374171,0.257784806004538,7.21519760054814,5.38557141513067e-13,5.60295980874871e-11,"Up"
"LOC119691998",4.05773572693727,4.34046314845309,1.5579426566646,2.78602240582179,0.00533591833398017,0.0231445051777904,"Up"
"LOC105393056",155.980828119908,1.68266449351497,0.238679707996111,7.04988500129381,1.79065718476409e-12,1.73620658873759e-10,"Up"
"LOC105390186",381.963755331171,1.76862353135495,0.287488564100134,6.15197872962672,7.65221427426458e-10,3.56428137421873e-08,"Up"
"LOC105388303",615.503719984372,2.12343043087898,0.337312394057817,6.2951449999641,3.07112642441244e-10,1.63942939802062e-08,"Up"
"LOC105382518",9363.69756673802,1.33159178321301,0.238636967889358,5.5799895338529,2.405330575252e-08,7.35690486889844e-07,"Up"
"LOC105389758",712.83075776156,1.00897369370311,0.225368047330948,4.47700419670166,7.56977620613289e-06,0.000105880294667333,"Up"
"LOC105392683",2271.01818092101,1.46088452864635,0.226514441249827,6.44941011524788,1.12286331339143e-10,6.92821247002945e-09,"Up"
"LOC125490672",237.859575834422,4.17808354431172,0.983076255634651,4.25000962068242,2.1376133396944e-05,0.000253555715486381,"Up"
"LOC105392370",6711.02294588504,1.54480967015819,0.181559590663638,8.50855448897847,1.76115131462003e-17,4.25452367581005e-15,"Up"
"LOC105382643",220.177016901713,-1.03736338029157,0.207960133329676,-4.98828003080312,6.09192225959246e-07,1.21099257972066e-05,"Down"
"LOC125490748",114.634740216812,-1.69402631491738,0.371708936431308,-4.55740002159037,5.17907293821285e-06,7.72956299354427e-05,"Down"
"LOC105391645",33.2363781082476,-2.10849173207652,0.400820282376847,-5.26044171111615,1.43709756085039e-07,3.48767226958043e-06,"Down"
"LOC125490868",96.1537732750275,-2.56143713816923,0.401410921134955,-6.38108482680786,1.75837868155578e-10,1.01878745317945e-08,"Down"
"LOC105383907",206.897715771041,2.50851400411475,0.313160376553814,8.01031737067056,1.14412801525966e-15,2.1221944364341e-13,"Up"
"LOC105391036",1225.34858355817,1.41888155122395,0.214582647506204,6.61228467312542,3.78433354854406e-11,2.68348786404967e-09,"Up"
"LOC105393331",392.903349404539,1.0124714111675,0.198363938432078,5.104110248921,3.32354482761469e-07,7.05968471356068e-06,"Up"
"LOC105383734",87.5755815731559,1.86628659975991,0.46308640374345,4.03010450031228,5.57520615653026e-05,0.000569625977744072,"Up"
"LOC105391545",58.5071434613558,1.94165103997468,0.364194742069327,5.33135384915876,9.74832588297908e-08,2.51708131902356e-06,"Up"
"LOC105388933",3878.4810700008,1.07119207397389,0.138009701128614,7.76171577225304,8.37880171964893e-15,1.31234132868304e-12,"Up"
"LOC105388934",338.47361610845,1.19086006639733,0.226112447586264,5.26667186662956,1.38919189668793e-07,3.40208799029091e-06,"Up"
"LOC105386424",708.352326092392,1.49154082860695,0.213215567876739,6.99545930656064,2.64391317673015e-12,2.44771840804243e-10,"Up"
"LOC105386427",2066.61360363437,1.18040578089616,0.215582332986173,5.47542910657649,4.36452672182829e-08,1.24166865002432e-06,"Up"
"LOC119693568",5137.2215133549,2.32401085381079,0.37044724137787,6.27352722392177,3.52959178444969e-10,1.8495320479324e-08,"Up"
"LOC105385768",6812.92197856978,1.33445211812835,0.233344733166131,5.71880110607974,1.07278277284092e-08,3.81306056391561e-07,"Up"
"LOC105391742",1445.37314641479,1.17495639668788,0.203514590470586,5.77332757307981,7.77211355633677e-09,2.87729700047969e-07,"Up"
"LOC105388399",2970.60401181938,1.06652458471106,0.17983864858332,5.93045262023826,3.0210074903347e-09,1.23024056456402e-07,"Up"
"LOC105388429",118.596083238431,1.64646281533231,0.237880248665984,6.92139353546819,4.47222182602641e-12,3.74956339331497e-10,"Up"
"LOC105389035",717.273516401023,-1.07050845791996,0.192950067231161,-5.54811134964497,2.88771953686999e-08,8.62865127023229e-07,"Down"
"LOC105383677",95.0217090485427,3.52833178465326,0.403457615909835,8.74523529986299,2.22551372311245e-18,6.47351981541262e-16,"Up"
"LOC125491066",16.870129866591,6.25443291844006,1.33607403388459,4.68120235841686,2.8519724567319e-06,4.61732358433963e-05,"Up"
"LOC105398310",4330.27033372087,2.41660015310588,0.300534160085017,8.04101654341809,8.90962269545474e-16,1.7160655713286e-13,"Up"
"LOC119690291",654.083447490208,1.64679613465028,0.188598969789803,8.73173451841048,2.50796354291253e-18,7.14920087542645e-16,"Up"
"LOC105391333",408.253534492136,-1.04924097772647,0.189022979380414,-5.55086466823085,2.84260082016229e-08,8.52959778732065e-07,"Down"
"LOC105385541",455.829437672681,1.67399985030959,0.278301862990896,6.01505082401963,1.79830270601931e-09,7.72024351472686e-08,"Up"
"LOC119692859",21.034991232317,-4.62496326467763,0.743490355942795,-6.22060962554501,4.952269095499e-10,2.50300324177827e-08,"Down"
"LOC105390169",6872.07672828139,2.02464431766553,0.369794045823777,5.47505926753176,4.37365203957385e-08,1.24178610597701e-06,"Up"
"LOC105390174",849.622500822988,-1.17032088465316,0.169080468090535,-6.92167994251416,4.4631873017733e-12,3.74956339331497e-10,"Down"
"LOC125488481",670.395692059838,1.25309905437518,0.288458817160461,4.34411770356153,1.3983652908205e-05,0.000179881773376034,"Up"
"LOC105383836",2246.05860937845,-1.3562414735872,0.229932165936136,-5.89844169068495,3.66950595546894e-09,1.4774426096977e-07,"Down"
"LOC125491128",43.627330545148,4.87229686058446,0.795497421151746,6.12484306175399,9.07730323972553e-10,4.13350808548907e-08,"Up"
"LOC125491207",82.5256414856473,2.45084039718461,0.459542725536039,5.33321552272598,9.64886750772679e-08,2.4975047359118e-06,"Up"
"LOC125491197",5.30183733384218,-4.1499609366513,1.3489479721363,-3.07644254809849,0.00209486668880448,0.0109050894505224,"Down"
"LOC105385335",449.967173322046,1.06330137428199,0.184003890880487,5.77868962006147,7.52846632614303e-09,2.80165092810748e-07,"Up"
"LOC119693979",10.6700956874959,3.88888893792571,0.95139735396745,4.08755492298622,4.35943489615086e-05,0.000465430903182309,"Up"
"LOC105387103",67.8634553988971,1.51784306313553,0.330786947923595,4.58858208482313,4.46266826441588e-06,6.81010821977726e-05,"Up"
"LOC105380207",154.991591475578,1.00810988087909,0.241501494358264,4.17434220669282,2.98848265294544e-05,0.00033994288310001,"Up"
"LOC105397542",1141.50759104337,1.22010714238739,0.294232705589118,4.14674208274865,3.37239586640789e-05,0.000377290096420029,"Up"
"LOC105384133",13268.9024248844,1.25224204717105,0.259259121901676,4.8300790266734,1.3647887230757e-06,2.47170694663252e-05,"Up"
"LOC105381601",639.520755337122,1.14243172089312,0.229559006978296,4.97663644712113,6.46986741648378e-07,1.28117251419422e-05,"Up"
"LOC105381591",9642.76272908394,1.51746418636099,0.176240145768374,8.61020728134971,7.29285888531137e-18,1.88991123076987e-15,"Up"
"LOC105388137",298.403167930135,-1.69446400926997,0.29265400272791,-5.78999088847374,7.03902426631091e-09,2.66119928031113e-07,"Down"
"LOC119691179",167.902158192854,6.38798748081405,0.701143279189241,9.11081610623256,8.17645696320696e-20,3.14970381342132e-17,"Up"
"LOC105391695",31.3474593494153,-4.41763595378285,0.686473704145775,-6.43525881195991,1.23263115162739e-10,7.4760390655937e-09,"Down"
"LOC105384209",161.070096846454,-1.3785980191683,0.335239862292153,-4.11227355166638,3.917816861788e-05,0.000428883592404489,"Down"
"LOC105386051",728.097387628509,1.32359025502091,0.166960005420433,7.92758871615923,2.23441885737172e-15,4.03128759166065e-13,"Up"
